id,text,Offensive,HateSpeech
1133,مدام لوسى #سكس #شرميط 👊 تحميل الفلم مباشر هنا  URL,OFF,NOT_HS
1134,@USER بالضبط الرجال ماغلط .. بس اكلمهم بمنطقهم هاللي متجمعين عليه اقولهم انه موب ذاك الزود بس الشفاحة عافنا الله واياكم 😷,NOT_OFF,NOT_HS
1135,"RT @USER ومن درامات البنات <LF>ام_"" جلحات الوراء 😅😅<LF>👧:نعم ي استاذ🐸👋<LF>👨:معانا ولا نايمةة؟😒❌<LF>👧:لا معاكم 😏😏✋<LF>👨:طيب اذكري لي وا…",NOT_OFF,NOT_HS
1136,@USER حرب شعواء من لجنة المسابقات بالدوري والكأس<LF>الله يستر مانلعب النهائي مع الباطن بحفر الباطن 😡😠,NOT_OFF,NOT_HS
1137,@USER طالت وشمخت 😡😡😡<LF>هذا اللي ناقص بعد حركات ضد الوطن من داخل الوطن ذولي حلال فيهم التسفير دون مناقشه,OFF,NOT_HS
1138,@USER ماضيعت البنات يوم تاخذ وحده ترقص بالشارع .. وععع على التفكير المنحدر و المذله اللي عايشينها😷,OFF,HS6
1139,@USER مالت على مثل هالدوري هههههه الخليفي دفع أكثر من مليار يورو وعالفاضي 👎,NOT_OFF,NOT_HS
1140,تخيلو البنات يعلقون على المباريات ‹☺› <LF>واااو هدف كيوت يجنن <LF>ياربيہ ذاعت الفرسہ <LF>ذربہ ركنيہ <LF>كرت احمر مثل لون مناكيري <LF>تبديل اذتراري بسبب ااسابہ <LF>اللاعب رقم ثري <LF>ويتيح اللاعب ع الارذ والله حييام  ‹☺̶ <LF>اللي قلد التعليق👊🏼👊🏼😂,OFF,HS6
1141,اول مره تشوف رجال ولاوشفيها ذي؟!😷  استغفرالله URL,OFF,NOT_HS
1142,@USER الطاقيه تنحط على راس ابوك الشيخ لاكن الضفدع في المستنقع 🐸🐸😭,OFF,NOT_HS
1143,@USER لابد من بعض التغلي اشوي 😛😂😂😂👊,NOT_OFF,NOT_HS
1144,-مرة تمساح قال لتمساح: تمسحش معي 🌚🍃<LF>.<LF>.<LF>مرة أسد خبط بأسد قلو مو  أسدي 🐸🌚👌<LF>.<LF>.<LF>مره تلفزيون تمشكل مع تلفزيون واحد... URL,NOT_OFF,NOT_HS
1145,RT @USER عزيزتي الزوجه👌<LF>اذا خرب شي ف البيت<LF>وقال الزوج:راح اصلحه<LF><LF>مافي داعي تذكريه<LF>كل سته اشهر😤🔪😂,NOT_OFF,NOT_HS
1146,اللي مش بيعملك like دا هو اكتر واحد متابعك ، بس هو حقودي شويتين 😂👊,OFF,NOT_HS
1147,اللحظه اللي بتكتشف فيها انو امك بتابعك بالتويتر 🌚 امي انا مخطوفه 😂💔🐸,NOT_OFF,NOT_HS
1148,RT @USER من عجائب الهنود يغني بالجبل وحبيبته ترد عليه <LF>بالمطبخ 🌚🔪😂😂اغني لكم يمكن تسمعوني 🤣<LF><LF>#المسج_وليف_الروح<LF>#قروب_سهم_للدعم<LF>#فديت_ال…,NOT_OFF,NOT_HS
1149,والله الرجل عادي وفيه اللي اجمل منه بكثير وياما صادفنا بحياتنا اوادم حلوين وملفتين والوضع عادي جدا<LF>وش فيه هالجيل انهبل وبأنحدار بالله انتم اللي بتعتمد عليكم الدوله لرؤويتها القادمه <LF>عز الله كدينا خير👎<LF><LF>#بايع_الكليجا,OFF,NOT_HS
1150,@USER صباح النور ممنوع الحاجات هذين😣😣,NOT_OFF,NOT_HS
1151,@USER 💔 ما ابتسمت 😑 حسيت بالجفاف العاطفي 😣,NOT_OFF,NOT_HS
1152,كل الفنادق اللي حول القاعه خايسه 😷,OFF,NOT_HS
1153,@USER 😡😡😠😡اللهم انتقم من السعوديه ياارحم الراحمين,OFF,HS1
1154,@USER خذ تسلا فيه 🖕,NOT_OFF,NOT_HS
1155,عبدالاله ياهو ينرفزني🤦🏻‍♀️😷🤧 مب كذا ي فله ي مقطعتك الجراءه 😤😤 #حياتك23,OFF,NOT_HS
1156,@USER واللي يصور الفيديو يبيله كفوف على وجهه 😡😯 لا مبالاة أهم شي يصور وخلاص !!,OFF,NOT_HS
1157,@USER بتدور هاذي الساع مايقع بك اومه لاتدخلوش القبيله 😡,NOT_OFF,NOT_HS
1158,"@USER يع يع يع المقطع مستفز ""انت عزززووز""!.🤢",NOT_OFF,NOT_HS
1159,@USER كل واحد على مصلحته و قاع بايين ينهبوا من البلاد حسبوها بقرة حلوب <LF>و نهار طردو تلاميذ البكالوريا ولا استاذ تضامن مع تلاميذ و زيد وزيد 👊,OFF,NOT_HS
1160,@USER ايه الناس اللي فرحانة فيا دول 😠👊,NOT_OFF,NOT_HS
1161,#صلاه_الجنازه_القادمه_انت<LF><LF>سبعك <LF>فال الله ولا فالك 👊🏼👊🏼👊🏼,NOT_OFF,NOT_HS
1162,RT @USER ههههههههههههاهم حاجه💋وحشتيني والله حتي ماتسالي كان الواحد مريض ولا حالته شينه انت اخت منول 👊,NOT_OFF,NOT_HS
1163,مادري ليش احس اليوم جمعه اوفر خذيت وضع المعطله 😪🔪,NOT_OFF,NOT_HS
1164,@USER قدوة مراهقات مايدرون وين ربي قاطهم 😷😂,OFF,HS6
1165,بالنسبه لي اشوف ان البنت اللي ترمي نفسها لرجل ،رخيصه ولاتنفع للزواج ابدا ...لو ماهم لآبسين عبايآت ماتشوف ولاوحده بالفديو خوفا من اهلها والتواصل الاجتماعي 😉👎<LF>#بايع_الكليجا,OFF,HS6
1166,ماهو يا اطلع ف معاد الباص يامروحش الجامعه خالص إنما البهدلة والجري ورا الباصات ده مينفعش 😤😤😤,NOT_OFF,NOT_HS
1167,بموت مدري عصبت منك كان ودي اصفقك لانك مرا سلبيه تفائلي يعني😭😂🔪 زي م جاه نايت قوبلن ان شاء الله يجيه برنامج ثاني احسن منه شوفي للحين البرنامج ترند بنيفر وداوم بسببه من غير مقاطعه اللي دائما مراكزها مرتفعه عندهم حتى بلاو اوف جنقل اكثر واحد كان له صيت بينهم يعني بيجيه لا تخافين👀 URL,NOT_OFF,NOT_HS
1168,RT @USER ♨️حملة مليون متابع🔥<LF>✔كل الي في التويتر تعالوا هنا وضيفوا بعض✳<LF>✔ضيفني@USER اضيفك✳  😡 إن حدفتني سافعل<LF>✔رتويت✳ تغريدة<LF>✔إضافة…,NOT_OFF,NOT_HS
1169,بعد كده مش هتدخل في حاجه متخصنيش علشان انا مبقدرش حد 🐸,NOT_OFF,NOT_HS
1170,@USER الله لايوفيقكم😤😤,OFF,NOT_HS
1171,@USER اهبي جتها الحميه لها 😂👊,NOT_OFF,NOT_HS
1172,@USER طويل😣💗,NOT_OFF,NOT_HS
1173,يخسون ويعقبون 😠بفلوسنا يخدمونّا ،وكرامة المُعطي مو مثل كرامة الماخذ✋ URL,NOT_OFF,NOT_HS
1174,RT @USER اناا وخالتك نداعب بعض تمصمص زبي وترضعهه للخصوه💋🖕👅 URL,OFF,NOT_HS
1175,@USER انا هقوم عندي شغل وارد عليكم🐒🐒🐒🐒,NOT_OFF,NOT_HS
1176,@USER كنت نايمه 😡,NOT_OFF,NOT_HS
1177,@USER كما الريشه ذا البنات 🤢,NOT_OFF,NOT_HS
1178,@USER الله ياخذكي بسرطان😡😡😡😡😡,OFF,NOT_HS
1179,@USER واضح أنه الحوثي وصلت صواريخه قصورهم وواضح الاستنجاد ب ١٠٠٠ جندي بكستاني في ديرة عدد شعبها ٥مليون غير المقيمين😂😂..لا وواضح أن الناس بدت تهرب من نجد 😷..,OFF,NOT_HS
1180,RT @USER الاحمر بيكون حلو وبحب رقم ١/٣/٧/ واي غلط انت عارفني 👊👊🔪🔪🔪🔪🔪😂😂 URL,NOT_OFF,NOT_HS
1181,@USER وبالفعل اوفي بقسمه وحلفه<LF>وسنتين بثالثه متوسط الين فصلت👎👎👎👎,NOT_OFF,NOT_HS
1182,@USER ودي اعرف مين الحمير الي مصوتين لا 😡,OFF,NOT_HS
1183,@USER بلوك 🙂🔪,NOT_OFF,NOT_HS
1184,@USER الا البشمهندس عشان مفشخكش انت وصاحبتك 👊👊🙄😎😎😂,OFF,NOT_HS
1185,@USER الله يستر لا نفقد غوالي 😣😣😣.,NOT_OFF,NOT_HS
1186,@USER اسبوعين والسيستم عطلان عشان اطلّع رخصة السائق 😤,NOT_OFF,NOT_HS
1187,@USER ليش ؟ عالاقل افضل من باريش🤢,NOT_OFF,NOT_HS
1188,عيني الشمال شايفة التلفون مستقيم<LF>واليمين مايل 🌚<LF><LF>#الوضع_واو 🐸🐸,NOT_OFF,NOT_HS
1189,@USER هههههههه لما نسأل اوكي جاوبوني بس عمال علي بطال تحكولي عليها ليش 🔪بعدين معش نسأل انا بايعتها 🤢,NOT_OFF,NOT_HS
1190,@USER استغفر الله بس قسم لو كان وراها رجال صكها بكف على وجهها، عشان مره ثانيه تعرف كيف تناظر بالرجاجيل وتتغزل فيهم، قمه بالوقاحه قسم ..😤🔨,OFF,HS6
1191,@USER صدمتيني في ذووقك 😷😷😷💩,OFF,NOT_HS
1192,@USER أقول كل تراب وانطم 😤👊🏼<LF>المرأة أم ومربية أجيال وقدوه ونجمة سما يفتخر فيها أولادها فكيف تربي وهي بذي التفاهه وقلة الحيا !؟!؟ URL,OFF,NOT_HS
1193,@USER هاهاهاهاها 🐸🐸,NOT_OFF,NOT_HS
1194,وش هالسنع اللي بغير وقته بدال ما البس واطلع جالسه ارتب غرفتي 😭🏃<LF>لا ونفسي بقهوه عربيه بالدله 💔🐒,NOT_OFF,NOT_HS
1195,RT @USER رسمياً موقع مكاني ينضم لقائمة محاربي الاهلي، التذاكر قبل كم ساعه نازلة ومن حقارتهم ماعملوا اعلان لها 💦👊🏻<LF>جمهور الاهلي كونو…,OFF,HS3
1196,@USER قله حيا 😷😷😷,OFF,NOT_HS
1197,ابووه الى يزعلها الكلب😡,OFF,NOT_HS
1198,يا امة ضحكت من جهلها الامم 👎 #بايع_الكليجا,OFF,HS1
1199,@USER خلاص قفلو سالفة 🙆🏻‍♂️😂👊,NOT_OFF,NOT_HS
1200,هذا لا قالك عذر اقبح من ذنب، فكر غير مستبعد من عقلية تمجد صدام .. 👎🏻 URL,OFF,HS1
1201,@USER ممكن تطيحين في واحد جميل خقه واخلاقة عكس 😁<LF><LF>انتم يالنساء بعضكم عقولكم في تنكة حلاوة 😷,OFF,HS6
1202,ياخ الولد دا اهلو ما بشوفو البعمل فيهو دا 🤧🤢 URL,NOT_OFF,NOT_HS
1203,@USER حبج لي اكتروني😡,NOT_OFF,NOT_HS
1204,RT @USER ليه كذا ☺️😂😂😂👊👊👊 URL,NOT_OFF,NOT_HS
1205,😂😂😂     حلوة  دي  👎 URL,NOT_OFF,NOT_HS
1206,@USER 👊😂😂😂😂😂😂😂😂 بطني,NOT_OFF,NOT_HS
1207,@USER يالله حنا حسى بآخر الشهر وين الراتب هاتو بسرعه 😤,NOT_OFF,NOT_HS
1208,"بعض البنات صايرين "" مفاجيع "" وانعدم الحياء عندهم ، يابقره اذا مرا مرا عجبك شخص خليه بينك وبين نفسك انكتمي مالها داعي حركات المشافيح هذي انقلبت الايه صارو الرجال يستحو والبنات يتغزلو ، واصلا مو من زينه مافيه شي مميز ولا زايد عن الخلق 👎<LF><LF> #بايع_الكليجا",OFF,HS6
1209,@USER حلوووب جدا جدا جدا لعيون ايفاانكا ٤٨٠ مليار دولار عقبها خلوووك تدفع ضرائب ياا 🐑🐑,OFF,HS1
1210,RT @USER احلى شعور لما اوسع خرقك الضيق بزبي الكبير . 😈👠👠 صح ياديوث ؟ <LF>#عمه #كسي #ديوث #دياثه #ممحونه #كلبه #كلب #عمتك #ساديه #سال…,OFF,NOT_HS
1211,RT @USER اصعب  شعور لما تسال سؤال في قروب ‼️<LF> ومحد يرد عليك وبعده<LF>يسولفون بموضوع ثاني<LF> يجيك احساس أنك لمبه بالحووش<LF> مشغلينها الظهر 😁👊🏻…,NOT_OFF,NOT_HS
1212,RT @USER لمن اجي احكي ليك عن زول بحبه و متحمسة حتى لو انت بتكرهو حاول تقدر حماسي بس ع الاقل و م تمسخ لي القصة 😣😣,NOT_OFF,NOT_HS
1213,RT @USER منظمة تجسسيه بعنوان كاذب فشلت في الدفاع عن حقوق الانسان وإتجهت بالدفاع عن حقوق الحيوان👎😂🤣😂 URL,OFF,HS5
1214,@USER اللهم احفظنا 😂😂😂😂😤😤,NOT_OFF,NOT_HS
1215,عيون ماصلت ع النبي 😥🤕👊,NOT_OFF,NOT_HS
1216,ابا اسااااافر خلاص الوضع لا يحتمل<LF>ملل ملل ملل  طفشاااااااان 😣😣😣,NOT_OFF,NOT_HS
1217,فقط من الكويت الممحونين والممحونات  😎👊🏻<LF><LF>#توب #فحل #موجب #بوتوم #سالب #خنيث #جنس #جنوس #فرخ #محلوه #نيج #نياجه #مص #لحس #عير #زب #طيز #مكوه #ممحون #مشتهي #عم #عنيف #عنف #مطيع #سكس #الجهراء #العاشرة #الكويت #الرابعة #سادي #حنان #ضعيف #مجسم #متين #انحراف,OFF,HS1
1218,RT @USER هذا المفروض مايطلعونه الين يسوونله ربط بلسانه عشان يعرف ينطق زين 😭👊🏼,OFF,NOT_HS
1219,#بايع_الكليجا يعني مدري يجيك مغصص من بعض تعليقات البنات و الا استفراغغ من تميلح العيال الله يسخطط هالنوعيات و يفكنا منهم 🤢😷,OFF,NOT_HS
1220,التايم كله صيدلة نجحت 😭😭<LF>و تجارة مش هتنجح ولا اي 😂😂😂👊🏻,NOT_OFF,NOT_HS
1221,#بايع_الكليجا<LF> الصدمه بالتاق ان الاغلبيه اللي منهبلين على بايع الكليجا متزوجات 😱😨لهذي الدرجه جفاف عاطفي ..بعدين وش وضع اللي يودي زوجته او بنته او اخته تصوره عادي عندكم يصورونه وانتم معاهم ..الحياء شعبه من الايمان .الله لايجعلنا اقبح خلقه 😡😡 بالاخلاق,OFF,HS6
1222,@USER سرري😂💔🔪,NOT_OFF,NOT_HS
1223,واحنا تقريبا ف حصه ناو ها😂👊 URL,NOT_OFF,NOT_HS
1224,@USER محمادددد قولللل😡😡,NOT_OFF,NOT_HS
1225,ودي اصير بودي جارد عند راعي الكليجا ومعي عجره اي ذئبة بشرية تحاول تصوره وتضايقة افقع رأسها..😠,OFF,NOT_HS
1226,#بايع_الكليجا<LF><LF>ياختي مردك لهذا وتطايرين فيه عند العالم<LF>وتخمخمينه تالي الليل وتغارين عليه 😭 وفوق ذا تغسلين سراويله 🤣🤮💔 URL,NOT_OFF,NOT_HS
1227,@USER المفروض نطير من اسطنبول الساعه ٤ و التأخير لي٩  شنو هالطيران الفاشل اقل مافيها التزموا بالموعد  مرتبين جدولنا على هالاساس 👎🏻,OFF,NOT_HS
1228,ماتتهد يابنى شوية😤 #هارى_كين,NOT_OFF,NOT_HS
1229,RT @USER القافلة تسير 🐪 والكلاب تنبح 🐶 <LF>#سعوديات_نطلب_اسقاط_الولايه600 URL,OFF,NOT_HS
1230,اغبى واسخف مجتمع ، مجتمع مريض واصبح النقاب عاده فقط انا مالوم اي احد رجل يتزوج من برا👎🏻👎🏻.<LF><LF> #بايع_الكليجا,OFF,HS5
1231,@USER هههههههههه الله يقلعهم بس يبون يموتون بالمتوسط أغلبه حشر ودعاه وقصص موت وقصص عذاب قبر وقصت الحرمه ماقدرو يكفنونها لانها تلبس مزلط وقصير بالعروس ،👊👊👊👊,OFF,HS2
1232,قرف ومسوي ذكي معترف ع نفسه قبل تشتكي عليه 💦😷 URL,OFF,NOT_HS
1233,#بايع_الكليجا تفاهت 2018  <LF>نشوف التفاهه الرابعه 👎🏻 URL,OFF,NOT_HS
1234,@USER استغرب من الي يقول سامحيها ليه اسامحها وهيا ظلمتني احسن لي صار فيها تستقوي عليها وهيا مالها ذنب وكمان تتهم ويارتها تتوب تلاقيها مستمره في البنات اتهام ومشاكل استغفرلله 😣💔,NOT_OFF,NOT_HS
1235,@USER 🐴أوّل قناة إخبارية في العالم 😉 URL,NOT_OFF,NOT_HS
1236,@USER خاصية غبية جداً 😷<LF>دايماً أستخدامي للايك مثل الكشكول اللي أحط فيه كلش<LF>ألحين احس اني رمية عفشي بالتايم لاين 😂💔💔💔,NOT_OFF,NOT_HS
1237,مليون تفله 🤢🤢 URL,OFF,NOT_HS
1238,@USER ليه ما عزمتوني 😡,NOT_OFF,NOT_HS
1239,@USER اوص اوص .. انا مش عارف ايش اصلك ولا ايش نوعك<LF>انا اعرف اللي ماعنده اصل يتخفى خلف اي احد 😷,OFF,NOT_HS
1240,@USER سلفيني😂👊🏼,NOT_OFF,NOT_HS
1241,RT @USER أحاسيسي إتجاهك صعبة تتكتَّم  😷<LF>إذا أمسك لساني🙊 عيوني تتكلًّم😍,NOT_OFF,NOT_HS
1242,"هي أم كلثوم لما قالت:""الحب عمره ما جرح ، ولا عمر بستانه طرح غير الهنا وغير الفرح.""<LF>قالته علي اساس ايه!!؟🐸🐸",NOT_OFF,NOT_HS
1243,الانثا العن. من الستخبارات.   انتبة يصيدونگ  😂😂😂👊😩😩😩👊👊👊😭😭💔💔✋🌹 URL,OFF,HS6
1244,@USER عن الموت وعذاب القبر ويضحك ختفووووووو 😷,NOT_OFF,NOT_HS
1245,@USER ليش يخدمون الاجانب المفروض يخدمون المواطنين فقط <LF><LF>لسان حال البعض، عنصرية حتى في العمل الانساني وبعضهم مثقفين للاسف 😷,NOT_OFF,NOT_HS
1246,والله عيب اللي يصير يابنات 🐑 URL,OFF,NOT_HS
1247,@USER ويش حضرتك يوم تقول تراك بعر 👊🏻,OFF,NOT_HS
1248,RT @USER ههههههههه 😂😂🐸 URL,NOT_OFF,NOT_HS
1249,@USER انت تعرف معنى المريس يومك تقول طاحت فيه العنز ياضفدع😂😂😂😂😂🐸🐸. بدوي وطاح في مريس ياتيسسس😂😂🐸🐸,OFF,HS5
1250,RT @USER لا كذا قووووويه 💔🔪😂😂😂😂 URL,NOT_OFF,NOT_HS
1251,RT @USER هو بيكى مؤدب كده ليه 😂😂😂😂👊<LF>#Olympics_EXO URL,NOT_OFF,NOT_HS
1252,صوت هاكان 🤮,NOT_OFF,NOT_HS
1253,@USER هههههههههههههههههههههههههههههههههههههههههههههههههههه منجددد يععع مدري من مفهمهم انك كذا تعجب البنات اكثر😷,NOT_OFF,NOT_HS
1254,صحيت عشان أراجع 🖕🏻,NOT_OFF,NOT_HS
1255,شو عقوبة اللي يخرب مودج من الصبح ؟ 🙂🔪,NOT_OFF,NOT_HS
1256,والله من الرخص فيكم ماعاد تدرون وش تسوون يارخيصات 👎🏼 #بايع_الكليجا,OFF,HS6
1257,@USER 👊👊😡<LF>الأجواء البارده تغير النفسيه للاحسن والهدوء مو العكس,NOT_OFF,NOT_HS
1258,@USER ايع 🐸,NOT_OFF,NOT_HS
1259,مقطع يسد النفس 😷 URL,OFF,NOT_HS
1260,@USER ضحكت من سرك 😡😡<LF>اها وخر عنيّا اها ما طيجك 😂😂😂,NOT_OFF,NOT_HS
1261,@USER مايدخن لا تشوهون سمعته😤 المشكله قلت كذا قبل شوي بعد ماخلصت,NOT_OFF,NOT_HS
1262,@USER اعطيني حريتي اطلق يديا 🔪,NOT_OFF,NOT_HS
1263,@USER تعرفين الاسبوعين اللي تكونين بتموتين فيها من الضغط عندك ٢ ميدترم و اختبار معمل و تسليم اوتلاين 😣 هي هاذي اللي انا فيها 🙂💔,NOT_OFF,NOT_HS
1264,احنا ليش باقين هو الديناصور عرف الوضعية زفت و انقرض 😣,NOT_OFF,NOT_HS
1265,@USER يازين الحيا بس ، حتى بنات القبايل الاصل والفصل فصخوا الحيا 😷👎,OFF,HS6
1266,@USER عاد الله يعينكم على الموظفين اللي في المطار كلهم أنفسهم شينه ويردون عليك من بالمنه كانك تشحذ منهم ( وش هالتعامل مع الناس اتمنى إنكم تأخذون دورة مكثفة في حسن التعامل مع الناس ) 👎🏻,OFF,NOT_HS
1267,@USER المقطع يقههههههر سواء كانوا منقبات والا كاشفات عيب والله اعطوا الموضوع اكبر من حجمه قلة حياء😷,OFF,HS6
1268,@USER صوتها يضحك 😂😂😂🤣💔🔪 ماقد شافت لها  رجل مقنع,NOT_OFF,NOT_HS
1269,#بايع_الكليجا<LF>بنات الوسطى معروفين بخفتهم 😷😷😷😷,NOT_OFF,NOT_HS
1270,RT @USER ريال وجميل بعد مب نفسك لووووعه🤢😷,NOT_OFF,NOT_HS
1271,@USER حط خيار ثالث يجدد غصب👊🏻🔨,NOT_OFF,NOT_HS
1272,ارخص مافي الصوره انعكاس النظاره 👎🏼👎🏼👎🏼. URL,NOT_OFF,NOT_HS
1273,RT @USER ابراهيم 😂💔👊 URL,NOT_OFF,NOT_HS
1274,@USER بس راح اساعد الااول😤,NOT_OFF,NOT_HS
1275,@USER امبيه جد جد مو غشمرههه ساره يشابهج 👞😂😂,NOT_OFF,NOT_HS
1276,@USER امانه اشتقت لهم اخ تذكرت يوم يقول لسرور جب القهوه والحلا بنجلس ع بدايه ودلتهم الورديه😣😭💔,NOT_OFF,NOT_HS
1277,يع ابو ٩٩٩ البوستيد جا سبكتيت بالقيم حقي😷😷💔,NOT_OFF,NOT_HS
1278,أنا صاحي ليه🐸,NOT_OFF,NOT_HS
1279,@USER 🙉 كلامي صح,NOT_OFF,NOT_HS
1280,مكانها فين بالظبط 😣😣😣 URL,NOT_OFF,NOT_HS
1281,صار يطلعلي ف كل مكااان 😑🔪 مشفوحاات مو شايفين خير,OFF,HS6
1282,@USER ههههههههههههههههههههه👊,NOT_OFF,NOT_HS
1283,هو العدو اللي داخل مزاجي بالسلسلة 🙉✨ .,NOT_OFF,NOT_HS
1284,الـEx ارتبط واحنا بنتكلم 🐸 URL,NOT_OFF,NOT_HS
1285,#بايع_الكليجا<LF>.<LF>رجال يبي يسترزق وش قلة الحيا ذي؟<LF>من سمح لهم يصورونه وهاالتجمهر ع ايش؟ <LF>الحريم ماعندهم رجال يسنعونهم👋👊🏼👀,OFF,HS6
1286,RT @USER #يقول : <LF>كل جرح بالدنيا له احساس ومقام <LF>لان المشاعر تختلف عند البشر <LF><LF>طعنة القوي لا طعني بالامام 🔪⚠.<LF>اشرف لي من طعنة خويي بالظهر…,NOT_OFF,NOT_HS
1287,URL ثقل الدم يتجسد في شخص 😷,NOT_OFF,NOT_HS
1288,@USER 👊🏻👊🏻👊🏻👊🏻👊🏻👊🏻<LF>اهم شي اكتبو اسمي 😊,NOT_OFF,NOT_HS
1289,@USER اصلاً استحي اقارن افضل لاعب في اسيا العقيد عمر بحمر حقكم 😭😂😂🐸,OFF,HS3
1290,لجنه بلدى 😂😂🐶#ضع_لجنه_في_اسم_فيلم,NOT_OFF,NOT_HS
1291,@USER يا ساتر يالفضاوة والنشفان وش هالملحجة 😷😐,NOT_OFF,NOT_HS
1292,تروشت بالقهوه 😡,NOT_OFF,NOT_HS
1293,@USER كأنك تقلديني؟ 😭😂🔪.,NOT_OFF,NOT_HS
1294,RT @USER كنا بنستغرب لما كانو الفراعنه بيرسمو البشر برؤوس حيونات 🐴 🤔🤔<LF>ماشاء الله كان عندهم نظره مستقبليه 😅😅,OFF,NOT_HS
1295,أووف 🤦🏽‍♀️😤,NOT_OFF,NOT_HS
1296,#بايع_الكليجا <LF>صدق اللي استحوا ماتو ،الله يفشلككم ياخررروفات 😷😷😷😷,OFF,NOT_HS
1297,@USER اشطا عروسة عم احمد القادمة 😂😂💔👊,NOT_OFF,NOT_HS
1298,اشوه اني ماتابع ولاعندي سنابات ممثلين واشكال قدره مالها اللا السفاهه وكل  واحد اخذ وحده منحطه ويبون ينصحون الناس والسفيه يصدقهم 😡😡😡,OFF,NOT_HS
1299,RT @USER انت عارفه الي حاشك عني ماشي😏👊😫,NOT_OFF,NOT_HS
1300,@USER يعني عادي يخقون على بايع الكليجا 🤔👊👊👊 بعطيك مثال لو اهلك اللي قدام بايع الكليجا وش ردة فعلك بتقول عادي 😠👊👊👊👊👊👊,NOT_OFF,NOT_HS
1301,أنا هقتل جعفر 😡<LF>اللى عاوز يودعه بكلمة يتفضل 😂,OFF,NOT_HS
1302,@USER يخسون والله ماياخذون صوره منه 😤,NOT_OFF,NOT_HS
1303,RT @USER أنا ضد طلال مداح لمّا قال<LF>أحبك لو تحب غيري<LF>أنا هنا أدفنّكم مع بعض والله<LF> 🚶🔇🌚😠👌🔪🏻,NOT_OFF,NOT_HS
1304,وش صار بالدنيا وش صار بالناس 😷,NOT_OFF,NOT_HS
1305,ياخي اذا انتي دكتورة و شفتي التعب على وجه البنات استحي على وجهك و اختصري الموضوع و اطلعي لان مليون في الميه هم مو مركزين معاك و جالسين يسبونك في روسهم ولا جالسني ورا نايمين 😂💩,OFF,NOT_HS
1306,@USER ولك بلوك 🙂🔪,NOT_OFF,NOT_HS
1307,@USER شوفوني يا بنات وانا ادافع عنكم🤢🤢🤢🤢,NOT_OFF,NOT_HS
1308,@USER 🐸🐸ايه,NOT_OFF,NOT_HS
1309,@USER كيف يعجب الكثير شف طريقة كلامك؟ الله م خلق المرأة للطقطقه ي جاهل👎🏼,OFF,HS6
1310,@USER أقوى جزء على مر السلسلة 😣❤️ .. اتمنى يكون لها ريماستر 😍🔥,NOT_OFF,NOT_HS
1311,@USER يخربيتك يام صاج 😡,OFF,NOT_HS
1312,من اهم علامات الاهمال اللى اخليك تحس بيها من نحيتى <LF>ان مفتحش معاك مواضيع ! 😂🐸👀✋,NOT_OFF,NOT_HS
1313,"عندي مرض اسمه "" مالي حيل "" اللهم اشفني منه 🔪🌚",NOT_OFF,NOT_HS
1314,@USER فخاد في عينك وبتة اما تبتك 😂😂👊,OFF,NOT_HS
1315,@USER شفته وكرهت الحراك بسببه 😣,OFF,NOT_HS
1316,يموتون لو ما غيرو الاسم.🔪 URL,NOT_OFF,NOT_HS
1317,غميضة😠,NOT_OFF,NOT_HS
1318,@USER ترا طفشتونا بالشين ذا محسسيني اجمل رجل في العالم 😤,NOT_OFF,NOT_HS
1319,@USER الله لايبشركم بالخير ابلعو بلوك 🙀🙀🙀🙀🙀😡😡😡😡😡😡,OFF,NOT_HS
1320,#افضح_معنفك <LF>ما عنفني الا بنك الراجحي اخذ دراهمي من توظفت لليوم 😠😡,OFF,NOT_HS
1321,#بايع_الكليجا اقسم بالله م تستحو  الرجال متزوج ي مراهقات وتلاحقوه 😷😷,OFF,NOT_HS
1322,RT @USER معاهم حق إخواننا العراقيين يوم يسمون القلب 💜(كلب)🐕🌚,NOT_OFF,NOT_HS
1323,@USER كيف نطلب من مجرم متوحش له خبره باباده الشعوب ان يعدل بقضايانا او يحلها ... وبعد هذا مله يصمون الدين الاسلامي الرحيم بالارهاب ... ياعيال الحرام لكم يوم لا تستأخرون فيه ولا تستقدمون. عند الله سبحانه ... الحين عرفت لماذا خُلِقت النااااااار 🤔😤,OFF,HS1
1324,@USER يطقطقون على السعودى يقولون خاروف عطينهن وجه<LF>طلعن قطيع معزا وبقر 🐐🐐🐐🐂🐂🐂,OFF,HS1
1325,الله يخرب بيت ام النجف علي الي ينطف النجف .....ملهاش اي لزمه فالشقه😤,OFF,NOT_HS
1326,والله م قهرني الا هالمتخلفات اللي يصورونه<LF>عيب عيب ي ختي 🔪<LF>واضح الرجال متضايق ومنزعج ومو معطيهن وجه وهذول وراءه من مكان الى مكان<LF>جد جد مبزره🔪💔<LF> #بايع_الكليجا,OFF,HS6
1327,#اصدقا_الوناسه_وينهم واحد شاف وحده حلوة بعرس فقالها: ممكن نتعرف؟ <LF>فقالت: يا جحش أنا زوجتك😡<LF><LF>#المكياج مثل الإرهاب<LF>لا دين له😂😂,OFF,NOT_HS
1328,@USER جاء س ٨:٢٠ 😂👊🏼,NOT_OFF,NOT_HS
1329,@USER 😣😣😣يا الله,NOT_OFF,NOT_HS
1330,@USER هههههههه 😒👊 توته المدمنه   خذي كليجا بالتوت 😛😜,NOT_OFF,NOT_HS
