id,text,Emotion,Offensive,Hate
782,خذني لِيك ولعينيك ورد ويَاسمين.,love,no,
563,كيف تقبلون يتدخل في شئون بلدنا مقدم برامج مصري يخاطب وزير الماليه الكويتي يقول له انت مش الصومال ماعندك رواتب مواطنين يجب ان يلجم لسانه تدخل سافر ومنحط وجايز  له صمت القبور  من اعلامنا,anger,yes,not_hate
8246,@xyw74 @HoorAlotaibi7 @Ay7etzO703OF8nI @_fax5_ ابي اشوف نهايتها معاه بس شكلي بلقمه بلوك زيك,disgust,yes,not_hate
6847,@ahmedalaa266 وانت طيب يحبيبي وربنا يديمك يخويا ويديم المحبه يخويا♥️,love,no,
2775,@ghadii__00 طيب انا بنات شابه وعازبه للان بعمر الزهور فيه وحده اخوها حلو ومحترم اهم شي الاخلاق حتى لو شين ابيه يكمل شبابي,optimism,no,
4194,RT @Mtr_shb: اغنية #صنعانية بصوت الفنانة #التونسية <LF>😍😍🤗😙😘إبداع يجننننننن<LF>https://t.co/QqfXa0dp1v,joy,no,
7378,صباح الحيوية .. حكومة #سنغافورة تعطي ما قيمته 280 $ لمن يمارس رياضة المشي او السباحة وتستخدم ساعة ⌚️ #ساعة_ابل لرصدهم<LF><LF>🤸‍♂️🤸‍♂️🤸‍♂️🤸‍♂️🤸‍♂️🤸‍♂️,surprise,no,
6577,@Dhahi_Khalfan أنتم أخر ناس يتكلمون عن الشرف والعزة والكرامة والمجد <LF>أنتم أراذل أهل الأرض,anger,yes,not_hate
1825,بس حركات سلمان خان وش عنده ؟ افلامه كثيره ذي المره,neutral,no,
2617,#ميقاتي اجرى اتصالات بـ #فهمي و #حسن و #نهرا وطلب تكثيف فحوصات ال PCR في بعض مناطق #طرابلس<LF>@Najib_Mikati <LF>https://t.co/hveTjZEUTX https://t.co/aPXM41MsiE,neutral,no,
6079,📌| وقت توثيق الإنجاز الكبير والتقاط الصور الجماعية، عاد ( قائدهم ) للصفوف الخلفية وصدرهم إلى المشهد 👏🏻👏🏻👏🏻<LF><LF>محافظ #التحلية ... <LF>برافووو على هذه اللفتة تجاه زملائك في الميدان.<LF><LF>الحدث 📸 | <LF>إنجاز سعودي، حفر أطول نفق أنابيب مياه في العالم بقطر 8.4م وبمسافة 12.5 كلم.🇸🇦 https://t.co/bljO38MHIV,joy,no,
1094,@Abusulaiman2000 حسبي الله و نعم الوكيل. هل هم ينقصهم سخط اكثر من ذلك,sadness,no,
7285,⇣<LF><LF> #صباح_ﺎﻟخير وعقببٌہ: <LF><LF> سلام سلم إسلام ذربين الاعمار<LF> على✋ القلوب الصافيه والنديه<LF> اللي يلبون المنادي نــدى حـــار<LF> غير القبال الســـمح و رد التحيه|😍🔨 https://t.co/4NQMqPJZ6E,love,no,
3169,هناك نوعين من الشيعه <LF>👇<LF>النوع الأول عرب شرفاء لايرضون بايران ولا يؤمنون بالخميني وقلوبهم مع باقي العرب <LF>لايسبون الصحابه لا يقذفون عرض زوجات نبينا <LF>هؤلاء اعتبرهم اخوتي <LF>النوع الثاني شيعه ذيول إيران شيعه الخميني والسيستاني والمؤمنين بآلتكفير والقتل والحروب <LF>هؤلاء اعداء الامه كلها,disgust,yes,hate
4471,تطبيع العلاقة مع اسرائيل كان من المفروض ان يحصل حين طبعت مصر<LF>ربط اسرائيل بمصالح مباشرة مع الامة العربية افضل من ان تاتينا عبر الامريكان والاوروبيين<LF>لو ان العرب طبعو جميعا مع اسرائيل لما تطاول علينا كلاب ايران والاخونج الاتراك<LF>رلط مصالحنا مع اسرائيل ورقة ضغط اقوى من الحرب والتهديد,anger,no,
6869,@asz_60 بوعبدالحكيم مطيري وغصبن عليك وعلى ابو الي خلفك ومنو انت يا امعه عشان اتجرأ وتقول ينطرد العن ابو من جمعكم انتو هكره ونور ورب الكعبه وفاحت ريحتكم ونجاستكم,disgust,yes,not_hate
5359,اي تعثر يحصل للأهلي<LF>نشوف قيامه بتقوم .. وانت مال أهلك انت وهو .. جمهور الاهلي هايفضل يدعم الفريق و مش هاينساق وراكم ي عرر<LF>#فايق_وزاهر_اعلام_عاهر https://t.co/0Z3Xnh2cUJ,anger,yes,not_hate
5059,اغمض عينيك واستمتع..<LF><LF>https://t.co/DQlMnNgn9f,optimism,no,
4634,الجامية بردا وسلاما على العلماني والملحد واليهودي <LF>حربا على العلماءالربانيين وقادة الأمة المخلصين<LF>الجاميه ترى عدم الانكار على الحاكم حتى لو زنى وقتل الأبريا وشرب الخمر ووالى اليهود وطبّع معهم<LF>الجامية أوالمدخلية<LF>تنظيم أمني بحت،ومخابراتي بامتياز، يتغطى بعباءة السلفية<LF>#التطبيع_خيانة,disgust,yes,hate
3475,تساهل بعض المحلات والأسواق في أملج وايضآ البعض من المستهلك بعدم اتخاذ أجراءات أحترازية ضد كورونا، نتمنى اتخاذ اجراءات صارمه ؛ مما يتسائل البعض لماذا لايوجد جهاز الفحص في المحلات التجارية والاسواق،وايضآ المناسبات لايوجد رقابة بدقه عاليه، #نعود_بحذر #أملج #تبوك #السعودية https://t.co/hHT9nSECZV,surprise,no,
3441,@misk204 علم السعوديه هذا تحطينه ع راسك ياللي اهلك ماربووككك يابنت الكلببب,anger,yes,not_hate
5281,@Adam36368891 استمر ياخي في تطور ملحوظ جداً 🔥🔥,confidence,no,
1654,حرفيًا اسف هذا التايم لاين ماكان عاجبني,disgust,no,
7207,RT @reemrefat14: مشاكلي كلها هاتتحل لو قفلت موبايلي,optimism,no,
8065,#التطبيع_خيانة ما يحدث في #الامارات_البحرين_اسرائيل من توجه اعلامي ومن بث اغاني هو محاولات لصهينة المجتمع وليس #تطبيع سياسي ، هذا لم يحدث من قبل بين اي دولة عربية و #الصهاينة<LF> العلاقات رسمية لكن لم تكن شعبية ولم يكن هناك تحريض على أن حب الصهاينة والصهيونية جزء من سلام التطبيع!,anger,no,
2323,حقيقي ف حياتنا هتلاقينا مُحاطين بشويه تعابين خنازير غداريين معفنيين مش  سالكين 💔,sadness,no,
2413,الصحف الإسرائيلية تؤكد ماذكرته قبل خمسة أيام ، فزيارات الكيان الصهيوني مستمرة مع كيان النظام القطري ، حيث كانت الزيارة السابقة للمسؤولين الاسرائيلين قبل خمسة ايام التي أوقفت لهم شوارع #الدوحة احتفئاً بهم وقد رأس الوفد رئيس الموساد الصهيوني .<LF>.<LF>#شرطي_الصهاينه https://t.co/fBl4KRFfwB,neutral,no,
6755,من يومي عايش لييك وحياتي واقفه علييك,love,no,
2654,RT @wilan___1: #الويلان_ينخون_حابس<LF>خلصها ياحابس والكريم يعوض,neutral,no,
3626,لا تزرع الشوك جراح<LF>ولا تحمله فأحضانك<LF>ولا تعاشر الغدار ترتاح<LF>و تتهنى على طول زمانك https://t.co/LaHT4zdCkE,pessimism,no,
7936,@TATAKQQK ياخي حرام فرقه يكون عندهم زي كذا فانز  وشركه هاذا بحد ذاته ابتلاء,anger,no,
3771,عيوني تحرقني ولا انا ابي ابكي وبسس,sadness,no,
2678,RT @5leiffa_Q: انا عطيت وخاطري من الهوى طاب,optimism,no,
4482,@adnanalaegm لا حول ولا قوة الا بالله <LF>هولاء ما يهمهم من يقتل لان اولادهم في الخارج قبل فترة مات شاب صغير من حافتنا في شقرة ومن اسرة تعبانه والله راح عشان راتب <LF>الله يلعنهم تجار حروب,anger,no,
4981,@1imec ماشاء الله لا قوة إلا بالله ... الله يثبتك وينفعك بالقرآن ويرفع قدرك به ويعلي مكانتك و درجتك في الجنه ؛ و يجعلك تلبس والديك به تاج الوقار,love,no,
5736,ولاحظ ولاسفر ولافلوس ولااي حاجه,pessimism,no,
4618,@Sanaanih_thrbh عرفو ان الوطن غالي وباعوه<LF>الله يأخذهم اخذ عزيز مقتدر<LF>ويخلصنا منهم بحق كل قطرة دم<LF>اسفكت بسببهم على هذة الارض,disgust,no,
5513,وين النبيحة من الفلسطس و #حماس و #فتح و #جرب_الشمال و المنبطحين نبي نسمع صياحكم بالله الحقيقة مرة لان هذه الاموال ما لها عوائد كلها رشاوي لوبيات و سياسين و صحفين و رجال اعمال لكي لا تصنف #دويلة_الموز على انها دولة تدعم الارهاب من الاخر <LF><LF>https://t.co/D0IV9HVYWT,disgust,yes,not_hate
4113,@alkssas55com22 أحب الذى احبابتنا فيه..ربنا يبارك فى عمرك ويحفظك ويسعد حياتك يارب العالمين,joy,no,
178,حاط الجوال وضع الطيران ونمت ع اساس ماتجيني اشعارات كثير واصحى وبالاخير صحيت ولا لقيت ولا اشعار https://t.co/n4lwLOIuNe,surprise,no,
5417,RT @boBasmabo: فين ضمايركم المهني يا شويه مرتزقه #ترك_يشخلل_اعلام_يرقص,disgust,yes,not_hate
3813,بالتوفيق لطلابنا وطالباتنا وبداية موفقة مع تجربة #التعليم_عن_بعد وكلنا ثقة في معلميهم ومعلماتهم في المساهمة لنجاح هذه التجربة <LF>وفق الله الجميع لكل خير<LF>#وزارة_التعليم,confidence,no,
1534,@almutiri91q8 شف ردك علي وتعرف منو البزر .. لكن صج اذا قالوا لا تضحك مع البزر لا يوريك حماااااااار   طيـ رْ ه<LF><LF>اقول ضف وجهك وابلع بلوك بنكهة الخل,disgust,yes,not_hate
8243,@ghadaoueiss وانتي محتاجه لتنظيف معده من حليب الحمير اللي شربتوه !! الظاهر انه وصل للمخ وليس المعده,disgust,yes,not_hate
8425,@ddd0542 شيلي يدك من خشمك بعدين نتفاهم,pessimism,yes,not_hate
3286,@Abdulla61534481 كل اللي يطبلون لفائق الشيخ هم خريجي نفس مدرسه فائق السافل .. مجرد مهرجين مضحكين بائسين بلسان وقح دينهم وديدنهم السب والشتم ..يعني هم جابوا من برى!! ما هو زعيمهم الفاشل الرفحاوي فائق خريج المدارس الايرانية ومدارس المععمين واللطميات,anger,yes,hate
1204,لحد الان وانا غارقة في لون شعر تااي<LF>مممرررهههههه ححللوووو😭<LF>#1stDynamiteTeaser<LF>#Dynamite <LF>#BTS_Dynamite <LF>#BTS<LF>#V #TAE #TAEHYUNG https://t.co/8NBCBUjaLz,love,no,
2202,RT @SPAregions: #عين_الصقر .. رقابة إلكترونية للتعديات على الأراضي بالأقمار الصناعية وكاميرات الدرونز بالقصيم.<LF>https://t.co/wODP6X9Gxm<LF>#واس…,neutral,no,
4620,يارب لا تحرمني من امي ودعواتها الطيفه لي كل صباااح 🧡🧡🧡🧡🧡🧡🧡🧡,love,no,
7146,ابغا اجرب اطلع لحالي بس عندي فوبيا من البشر,fear,no,
8175,مشكلتي اني جدع حتى مع ولاد الوسخه.,disgust,yes,not_hate
3668,سو الناس من صدقهم يدافعون عن التطبيع؟؟؟ تخيلوا يحطون بوستات ويجون يدافعون 🤣🤣🤣,disgust,no,
4539,@q8_3020 نظره المجتمع كذا اذا الرجل ياخذ قرراته مع شريكة حياته ،، يعني لو قالو نبي نسافر مع بعض وقال اشوف الوضع واردلكم يقولون يخاف من الحرمه ومن هالحكي الماصخ مع انو الصح انو يقولها وياخذ رايها زي ماهي تقوله وتاخذ رايه,anger,no,
975,قانون الجرائم الإلكترونية لأنه يقوض الحريات ويعتدي عليها ويتعارض مع إحدى مواد الدستور الكويتي وكذلك القوانين الدولية حطه المستفيد لابعاد الشرفاء الذين وقفوا في وجه الحرامية والراشين وحتي تنهب الدولة وضعوا هذا القانون ويجب وقف العبث بالامن والاستقرار بسبب حفنة حرامية من المتنفذين https://t.co/Z3DknnPmq1,anger,no,
7203,RT @anoo_bella: اللهم افتح بيني وبين رزقي وجبري وتوفيقي فتحًا مبينًا وأنت خير الفاتحين. ❤️ صباحو,optimism,no,
1770,الصدقه تطفي غضب الرب<LF>ياارحم الراحمين يا أكرم الااكرمين سخر لعبادك الصالحين بسدادها https://t.co/YVJclIKMgs,optimism,no,
829,@x1amjad خلاص جرحوني وبروح اكمل نومي😔,sadness,no,
941,@raheeqxx واضح كدا ف شكلي ح اكسر الحنك,anticipation,no,
3816,@Heveen14 الف مبروك ي قطه يارب حياتك تكون كلها نجاح💕💕💕,love,no,
2486,وَلَقَدْ أَهْلَكْنَا الْقُرُونَ مِنْ قَبْلِكُمْ لَمَّا ظَلَمُوا وَجَاءَتْهُمْ رُسُلُهُمْ بِالْبَيِّنَاتِ وَمَا كَانُوا لِيُؤْمِنُوا كَذَلِكَ نَجْزِي الْقَوْمَ الْمُجْرِمِينَ (13) ثُمَّ جَعَلْنَاكُمْ خَلَائِفَ فِي الْأَرْضِ مِنْ بَعْدِهِمْ لِنَنْظُرَ كَيْفَ تَعْمَلُونَ,neutral,no,
627,@__Ghufrana وانتييي بخير ليدرتنا الحلوة ربنا يسعدك🥺💜💜✨,love,no,
5154,اللعبي يا اللعاب، استعباد الانسان عن طريق العملات المشفرة، وداعا للكاش و اهلا بالمجتمع الغير نقدي cashless<LF><LF>لن تعرف الدولة ما تشتريه فحسب، بل سيقررون ما إذا كنت ستشتري على الإطلاق<LF>سيُشّرح بدقة جميع أشكال خصوصيتك<LF>يُترجم هذا على أنه تجريد كامل من الإنسانية<LF>أرفض الـcashless<LF>أستيقظ👇 https://t.co/SZR9MyOC8S,pessimism,no,
7157,لايك لو نفسيتك تعبانه بس ساكت ومتحمل,sadness,no,
925,لايغرك تكبره ترى نهايته يجي بحساب وهمي,anticipation,no,
3033,وعندما أفتقد الإحساس في البشر <LF><LF>أبحث عنه في الكتب <LF> <LF>حيث سأجده <LF><LF>وخير جليس في الزمان كتاب ،، <LF><LF>كما علمونا قديما https://t.co/dDodQ9i65O,optimism,no,
295,الدمعه اللي بغت تسبق قنوف السحاب<LF>ماردّها الا شموخ النفس والكبرياء<LF><LF>اصبر لو الوقت يكويني بـ سوط العذاب<LF>واشوف كشف الدجى المظلم وحجب الضيا<LF><LF>حاديني اللي حدا الطيّب عزيز الجناب<LF>لـ معاشر اهل الوجيه اللي مافيها حيا !,sadness,no,
1052,RT @Mervtkamal: ريتويت وهتكلم عليك أنا وانون قلبى 💖🤭,love,no,
7105,#رفعه_الصيعري الله يحفظهم ويحغظ لها نجد❤❤❤❤ https://t.co/lMGI0NEqJ7,love,no,
2707,الفلوس اللي بتصرفها عشان تستمتع بيها انت مش مسرف ولا ساذج و بتصرف فلوسك على التفاهه.. انت بتشتري سلامتك النفسية وجزء ولو بسيط من سعادتك او انبساطك اللي هيشجعك تكمل شغل وده حقك، انت مش بتشتغل عشان تفضل ساحل نفسك في مسؤوليات من غير اي مكافأة لصحتك النفسية.,optimism,no,
3221,رسالة إلى ولدي<LF>بني عبد الله إن كنت تريد رضى الله فعليك بطاعة اوامره وأولها الجهاد في سبيل ففيه العزة والكرامة وفي مدرسته تصقل النفوس ويصنع الرجال فهو ذروة سنام الإسلام <LF>أسأل الله جل في علاه أن تكون من الهادين المهديين الطائعين الساجدين المجاهدين الحافظين لكتابه وحدوده.,optimism,no,
8291,وفد سعودى من وزاره التربيه والتعليم العالى قريبا فى بغداد للبعثات الدراسيه للشباب وجامعه الاميره نوره ال سعود بصدد الموافقه لفتح المجال للطالبات العراقيات للدراسه والسكن الجامعى بجامعه الاميره نوره على حساب الجامعه 🇮🇶🇸🇦🛑خالتى ايران شلون دعمت بالعراق غير الدمار والطائفيه 🇮🇷,disgust,yes,hate
7890,بصراحه الدفع باين قوي من الخرفان واعوانهم والله العظيم اغلب البلاد اللي استغل الاخوان السلطه لازم تلاقيها اتقسمت غزه وليبيا و سوريا و اليمن و السودان وتونس موجوده علي بركان وكل ده بمعاونة قطر وتركيا,anger,yes,not_hate
6975,الله ياخذ هالعقل القذر الوسخ الواطي الي حاجز موعد الظهر بدون اي مبالاه واحتساب لدرجة الحراره,disgust,yes,not_hate
5834,@Revolutionarabk يقول لورنس العرب في مذكراته كنت أقود العرب كالخرفان ويصفهم بألفاظ مثل ( رعاع ، همج ) من أجل القضاء على الخلافة العثمانية وتقسيم العرب إلى دويلات ضعيفة متناحرة وللإسف تم ذلك بفعل الخونه من العرب ، أما في وقتنا هذا يأمر كوشنر العرب التطبيع مع اليهود وهم صاغرين غصباً على شوارب أبوهم https://t.co/PHEuzwXpTk,anger,no,
2789,لس انجلسي ما يتساهلون واحد مثلي يعطيهم الغاز مع انهم اغبياء عشان ايخف التوتر😣,anger,no,
944, ما شاء الله تبارك الله<LF>حاجة رااااقية جدا<LF>مفروشات العبداللطيف<LF>جودة<LF>فخامة<LF>أناقة<LF>ضمان<LF>تميز<LF>ذوق<LF>أسعار مناسبة<LF>مفروشات العبداللطيف<LF>للفخامة روادها<LF><LF>@ALABDULLATIF ,love,no,
7005,RT @ANassr11: ألف مبروك للعالمي التأهل لدور 16💛💙,joy,no,
7302,قصدي خلينا نحكوا بالفـقش!!<LF>وين ثوار طرابلس والزاوية ومصراتة والجبل الغربي من أحمد معيتيق ؟<LF>راهو الثورة المضادة لا تأتي فقط عن طريق بقايا العسكر وحفتر .<LF>قد تأتي أيضاً عن طريق بدلة و قرواطة و شخص دمه ثقيل زي احمد امعيتيق 😌,anger,no,
6686,RT @ahmed_khairy46: #ضيعت_فلوسك_ف<LF>وعسي أن تكرهوا شي وهو خير لكم⁦❤️⁩,optimism,no,
12,الدموع ملت عيني يالله اعتقني من هالحاله,sadness,no,
1117,@SaudiNews50 المعذرة منك اذا ضايقتك بالإعلان<LF>أتمنى تدعم مسيرتي بـ لايك جعلك بالجنة ووالديك ❤️ ❤️ <LF>شابة سعودية حاصلة على شهادة issa للتغذية<LF>اقدم برامج رياضة وتغذية مصممه لتحقيق هدفك سواء تخسر دهون أو ترفع من الكتلة العضلية بدون حرمان<LF>💚🌏💚🌏💚🌏💚🌏💚🌏<LF>للاشترك واتساب 0540673383 https://t.co/MaK0u6WF8O,anticipation,no,
6424,وواااوووو كريس منجد تعبت على دورهاا فخورة مرا https://t.co/4BgAwMjGfa,joy,no,
3255,بعد الاعتداء التركي الجبان على الجيش والأرض العراقية المقدسة، هل ستلبي الدعوة للمشاركة في وقفة غضب بوجه العصملي #جرو_النيتو، وشريك #اسرائيل الاقتصادي والعسكري في المنطقة؟<LF> #استطلاع_العراق #الاستهتار_التركي #أردوغان #المستشفيات_بلا_كوادر_صحيه #تركيا #تركيا_تحتل_كردستان,anticipation,no,
6586,ودي ادخلها ف قلبي من الحب والخوف عليها😔💕,love,no,
2690,فوز النصر<LF>فوز الستي<LF>خسارة الزعيق يارب يارب يارب يارب,optimism,no,
2213,عملت الباحثة شيماء بوليفة على توضيح مفهوم تقصي الحقائق في الصحافة (Fact-Checking) عبر استعراض المفهوم وخصائصه والخوض في #المؤسسات_الصحفية العالمية والعربية التي تتخذ مفهوم تقصي الحقائق ركيزة لعملها.لقراءة وتحميل الدراسة كاملة: https://t.co/bvWczP1tmO <LF>برنامج #زمالة_الجزيرة 2020 https://t.co/1yvrSZXvGf,neutral,no,
4051,@Ali_aLaSsaghR83 طبعا مايعجبهم لانه يخالف توجهاتهم القذرة,anger,yes,not_hate
8370,@amrelhady4000 @osama_just_one فيلم بلحاوي ولا له اي قيمة<LF>كترت اوي الافلام دي اليومين دول<LF>وده اكبر دليل على انه هو وعصابته مرعوبين<LF>بس ولا هتفرق لانه حتى اللي بيأيدوه بذات نفسهم بدأوا ينطقوا بعد ما وقفوا بطايق التموين وحاربوا الناس حتى في رغيف العيش الحاف<LF>ده طبعًا غير اللي اترموا في الشارع https://t.co/xHjHAL1KZd,disgust,yes,not_hate
4919,RT @Mtwaijari: اللهم ارحم واغفر لعبدك صالح الضلعان واعف عنه وأكرم نزله وادخله الفردوس الأعلى من الجنه من دون حساب ولا سابق عذاب يارب نور قب…,sadness,no,
1319,اذا هذا ماكان احلى هبة بالحسا🥺 https://t.co/yXy2II43DQ,joy,no,
779,@ZSCOfficial الحمد لله مبروووك للزملكاويه الجدعان❤,joy,no,
8412,ألغاء جلسة للبرلمان الفرنسي وخروج أعضاء من البرلمان بسبب وجود فتاة مسلمة محمدية محجبة في القاعة،كأنهم حمر مستنفرة فرت من قسورة والقسورة هو الأسد فلا عجبب أن يفر الحمار من وجه الصليبية الفرنسية المعادية للأتراك الذينا يمثلون لأسلام بكل العالم #إردوغان يامرعبهم حماك الله ياأسد لأمة https://t.co/YBtCWj1YfX,confidence,yes,not_hate
8138,@AymanazzamAja #السيسي_كذاب_أشر <LF>كفايه كدا ارحل,anger,yes,not_hate
3130,@NivanAlii @ieOh4FGpPTBAi8z بس ايهاب الطماوي عضو مجلس النواب<LF>شخص اقذر من مرتضي هو الا بيحارب<LF>علشان مرتضي ميترفعش عنه الحصانه<LF>واضح انه شغال مهنه مرتضي صفيحه,anger,yes,not_hate
4210,لأنك صنعت قطعة أخرى منك داخل عقلك من أجلي. https://t.co/i29vecLrh6,love,no,
4310,انا كسرت مية حاجز عشان ابقى معاك بس انت ماعرفت تكسر شي غيري.,sadness,no,
433,.<LF>🌻🌻🌻🌻🌻🌻<LF><LF>انتـــــــبه لنفـــــــسك ؛ فهـــــــناك قلـــــــب <LF>     انـــــــت لـــــــه نبـــــــض 🤤💗 ❤️<LF><LF>                                ♥️♥️♥️♥️♥️♥️   <LF><LF>مـــــــُصـــــــاب بـــــــك وكـــــــأن <LF>الحـــــــياة قيـــــــدت قـــــــلبي🤤❤️ https://t.co/IfNQgVpMdK,love,no,
653,انا لو حلوة انا حلوة عشان وياك 🤍.,love,no,
2477,💫💭💛✨<LF><LF>💙 ~ ‌ان #الرحمة اعظم من #الحب ...<LF><LF>▫️ لان<LF>▫️ الحـــب<LF>▫️  يولد بالفطرة<LF><LF>- ولكن قليلون من هم قادرون على الرحمة .. ‼️<LF><LF>💫💭💛✨<LF>#جمعة_مباركة 🕊 https://t.co/f3gkHcBGtA,neutral,no,
7039,أحب صباحي اللي يبداء بصوتها..,love,no,
4071,@Ranakilani5 من عام 80 والفلسطينيون شغالين في تخوين رؤساء وحكام انظمه عربيه والخيانه كلها في حركات المقاومه المزعومه محمود عباس ليش ما يرمي الجواز القطري ويسحب استثماراته ويلعن مقاطعة قطر اللي بتدعم حماس,disgust,yes,not_hate
7819,@gbTRQ0tt قبل سنتين قلتها في تغريدة ، قلت ان فشل الشرعية يشرعن للحوثي وجوده،  ها نحن اليوم نرى الفشل و ايضا الخيانة. لا تنصحي ميت الضمير يا اختي. هولا كروشهم اصبحت ملوثة بمال الحرام ، اموال الشعب المغلوب.,anger,yes,not_hate
8135,الشرطة الامريكية تقتل مواطن اسود امام اطفاله<LF>https://t.co/UMrdbswgls<LF>#فايق_وزاهر_اعلام_عاهر,anger,yes,hate
5786,RT @vbuyd: طبعا عندنا ما فيه تحقيق لا يصدقون كلمة قاتلها وتتسكر القضية الله يلعنكم على كل روح ازهقتوها الله يلعنكم #الضحيه_عبير_محمد_عسيري,anger,yes,not_hate
6153,اللّـي بـاعنـاا مخسـرش دلعنـا عشـان نحنـا م نـدلعـوش ع حـد ، اللّـي بـاعنـا خسـر قـدعتنـا ، خسـر خـوفنـا عليـه ، خسـر وقفتنـا معـاهه وقـت الشِـده ، وخسـر قلـوبنـا 🤎🤎.,anger,yes,not_hate
8396,@Teflahm تعاليّ عندي بالخاص،وانسيّيك كل اليع اللي شفتييه🥺❤️❤️❤️.,confidence,yes,not_hate
4230,ما كفاهم طلقة ثنين ؟<LF> شفناه ابصدره العشرين !<LF>يمك يا حيدر تحسين<LF> خلي بالحضرة <LF>جيناك ابدم متعنين<LF> من كاع البصرة<LF> عاين يا حيدر تحسين<LF> چم طلقه بصدره !<LF>والظالم رافع خشمه<LF>كل يوم انودع زلمه<LF>باسم الاسلام يحكمون<LF>هاي اكبر حسره ! #كواتمكم_لن_تكتم_ثورتنا https://t.co/hQfBPLWaxG,anger,no,
8398,ولا احنا ولاد صغيررين ولا منساقين ولا قطيع ولا مرتضى مصاحب امهاتنا <LF>احنا اعظم جمهور لااكبر نادى واعظم نادى ف الكون .. جمهور ف عز سقطات ناديه اذهل العالم كله بدعمه ليه ♥️🦅<LF>#فايق_وزاهر_اعلام_عاهر https://t.co/r8WKFwjGfM,confidence,yes,not_hate
2886,اردوغان قام بأرسال 400 مرتزق سوري من تركيا إلي ليبيا لكي ينشر الخراب و الفوضى في بلادنا https://t.co/aHIvpwurbs,anger,no,
3135,يعني صدام عميل لامريكا لو عميل لايران مدافتهم ؟!<LF>صدام سمع كلام ايران لو امريكا اتدخلت ونقذت الكويت؟!<LF>لو ايران باعتلهم سلاح 😂<LF>المسلسلات العراقيه هم بيها حبكه درامية اكثر 😂 https://t.co/unYetZBkuh,anger,no,
7104,احا ودول فين فالمريخ ولا في جزر البلح ولا فين يابن المبقعة ابسط ياشعب مسر بلحة بيهد بيوتكم عشان يعمل ليكم مصانع مش بيهمد خالص عشنكم ولا بينام مقضيها انجزات في انجزات = انتفخات #ارحل_يااحا <LF>#ارحل_يا_سيسي https://t.co/F545a7gIsM,anger,yes,hate
4084,RT @Mahmoud38339087: الحكايه كلها بدأت بلايك وكومنت 😉❤,love,no,
6427,@MhdElsherif @wmekaiel @Jasmine_Soul كفاية حضرتك لوم الشعب على فشل سياسات الحكومة,anger,no,
3573,@Islamhelall14 الله يبارك فيك يا قلبي وعقبالك يارب ان شاء الله 😍😍💖💖,joy,no,
5498,#الحذر_من_تسيس_قضية_الاغبري <LF>مؤلم ماوصل اليه حالنا والى اين ستحط بناءالرحال في ظل الانهيار الكلي للاخلاق التي باتت لدى البعض مجرد شعار اومصتطلح من اجل المصالح <LF>هناك من يعمق شرخ المناطقيه من خلال هذه القضيه التي تقشعرلهاالابدان والتي هي قضية كل الشعب اليمني برمته لذا لزم التنبيه,anger,no,
6501,@gwid_14 طيب ليش حاطهم في شارع اذا هم متربين عنده سنتين ماحطلهم مكان مهيء لهم يستهبل ذا شوفي عيون قطه كيف مضايقه بدامك متواصله معاه قولي خاف الله فيهم تراك متحاسب قدام الله حطلهم جو بيت وخصصلهم مكان خاص فيهم بعيد عن الحر ها نوع مايتحمل الحر اجل سنتين تنده ومطا وضعهم ويقولهم انتبهو,disgust,no,
2904,@ar71k يباررك فيييك الله لا يوفقك❤️❤️,anger,no,
570,@hmzagma @iamhssa_houssam @BakryMP انت عبيط وله تستعبط <LF>الضي ماهو هارب علي الليبيين جميعا والسيوله علي الليبيين جميعا وسببهم تعرفه وله اللي فرخ الحرام حفتراللي مسكر النفط ومخلي ناس الشرق بدون كهرباء ومخلي البلاد من غير السيولة وله حفتر والروس والامارت والمصريين حلو وسكر .<LF>الجيش حكينها علي القطران قبل تدخل الاتراك,anger,yes,not_hate
1448,@emiezzat 😂😂حبيتو التسقيف <LF>الحمدلله حبيبتي بخير 😍😍,joy,no,
4315,@Alhazzani_Amal قصه واقعيه في احد دول الخليج العربي لماتقدم شاب تنطبق عليه كل الشروط المطلوبه لاغلب البنات وتمت الموافقه وقبل الملكه كتب الكتاب اتصلت العروس على الشاب تسئله عن برجه وبعد انهاء المكالمه اخبرت امها بان الشاب لا يناسبها لان برجه كذا وكذا وهذا لا يتوافق مع برجها 🤔 شر البلية,surprise,no,
4606,لو سكتت أعرف أني رافض رافض رافض والله رافض مش موافق نهائي,anger,yes,not_hate
4939,بيقهيت رْق وهذا الشيء خالصين منه واذا تبون تسبون احد او تتطلعون حرتكم كلها عليه هي بيقهيت بس الاعضاء برا الموضوع,anger,yes,not_hate
4722,حسبي يالله و نعم الوكيل على من نتكلم فيني و في وطني و حسبي يالله على كل انسان ما عنده ولاء لوطنه و هذي وصلت فيها بعد المواصيل تتكلم في اعراض الناس و في وطنها اللي عزها و نكرت بلدها السعودية و السعودية ماراح تخليك دامك فيها #نكرة_السعودية_نجد_العمري_و_اصايل https://t.co/yvi9z6Uv84,anger,no,
5097,يا قبيضه يا ولاد الوسخه #فايق_وزاهر_اعلام_عاهر,anger,yes,not_hate
7720,RT @mSZcFIr7LY5OqvJ: #فايق_وزاهر_اعلام_عاهر<LF>الكلام موجه لدرجه أنه بيتقال مرتين ف برنامجين مختلفين <LF>طب غيري ي غبي😂,anger,yes,not_hate
