id,text,label
7707,"9 الأثار في الإسكندرية والقاهرة والمنيا والأقصر . تفجرت قضية ""زكي محارب"" عام 2003 حينما وردت مذكرة لمكتب وزير الثقافة مرفق بها خطاب من دكتورة ألمانية تدعي “سليجروم شوتز” بشأن خروج مجموعة مهمة من الآثار المصرية بطريقة غير شرعية عن طريق مواطن ألماني يتعامل مع تجار الآثار بالأقصر",not_applicable
2944,RT @live_mesum: فيلم الزوج والزوجة - زوجة المؤخرة الكبيرة - الجزء الاول -,not_applicable
1916,زُر مَضجعاً قَد باتَ مُلحمُ ثاوياً فيهِ فَناحَت كُلّ عَينٍ فَقدَهُ أَبكى بَني غبريلَ مَصرَعَهُ كَما بَكَت المَكارمُ وَالشَهامَةُ بَعدَهُ قَد سارَ قَبل الأَربعينَ مبادراً لَنَعيمِ رَبٍّ راحَ يَبغي مَجدَهُ فَجَزاهُ حَظُّ الصالِحينَ وَلَم يَزَل أرِّخ بغيثِ اللّطفِ يَسقي لحدَهُ,hope
3185,كتائب منصورية ملكية أبى السيف فيها أن يرى الغمد مضجعا يؤيدها عتبي عزم مؤيد بحزم يخلي خلفه البيض ظلعا إذا أمر الشيخ الجليل سيوفه هوت سجدا للدارعين وركعا يعود بها وجه الخلافة أبيضا بأبيض من أبناء عتبة أروعا,not_applicable
3378,بس الاوليمبياد حلو مفيش كلام,hope
5606,أَبلِغ ذُفافِيَّنا رِسالَةَ مُش تاقٍ أَسرَّ الشَكوى وَأَعلَنَها رُبَّ غَداةٍ لِلقَصفِ في حَلَبٍ يَجني ضُحىً وَردَها وَسَوسَنَها لِلَّهِ أَزمانُنا بِعَلوَةِ ما أَطيَبَ أَيّامِها وَأَحسَنَها نُبِّئتَها زُوِّجَت أَخا خَنَثٍ أَغَنَّ رَطبَ الأَطرافِ لَيِّنَها نيكَت زِناءً فَكَشخَنَتهُ وَقَد نيكَ بُغاءً أَيضاً فَكَشخَنَها تَرومُ إِخوانَها وَيَمنَعُها مِنهُم لَقَد ساءَها وَأَحزَنَها لَو شاءَ لا بورِكَت مَشيأَتُهُ أَبلَغَها بِالطَلاقِ مَأمَنَها,hope
7006,صباحك ورد وياسمين وفل وكل شي حلو ????????,hope
9586,مَلِكٌ انا لو تصبحينَ حبيبتي 😍 اغزُو الشموسَ مراكباً وخيولاَ💞، لا تخجلي منيِ فهذهِ فرصتي 💖 لاَكونَ بينَ العاشقينَ رسولاً ❤️💞,not_applicable
7792,حفل افتتاح مُبهج فشخ من اول دقيقه فيه لغايه دلوقت.. من احلي حفلات افتتاح الاوليمبياد اللي وعيت عليها,not_applicable
4974,df: انا لا اُفكر به كثيراً..! فقط كُلما دقَّ قلبي [♥] !,hope
8429,الي هو خايفه بجد اخسر اغلي ناس عندي بسبب دماغي وبسبب الوسواس الي دايما في دماغي,not_applicable
2518,@EdyCohen بركة في الدنيا والاخرة... الصهيوأمريكية.. تصهينوا.. تأمركوا.. لن تمسكم النار.. من كان يريد العزة فلله العزة ولرسله وأنبيائه وملائكته وكتبه وللأمريكيين والإسرائليين ومن معهم من الصالحين حول العالم.. نور إلهي تبارك الله.. إنشاء الله..,not_applicable
397,كلنا ضد ممدوح اخس من اشتهر بالسوشيال ميديا عندنا غرور و عنجهيه و ثقل طينه موهم نفسه انه جلاد كان الله بعون من يعيشون معه,not_applicable
1317,من جمال حظي اني عرفتك ....ربي يسعد مساك,hope
7936,أمرٌ على المنازل كالغريب أسائل من لقيت عن الحبيب وما يغني الوقوف على الأثافي ونؤي الدار عن دنفٍ كثيب حبست بها المطي فلم تجبني ولم ترحم بلا شك نحيبي شكوت إلى الديار فما شفتني بلى شاقت إلى وجه الحبيب فمن ينجي العليل من المنايا إذا كان البلاء من الطيب,not_applicable
121,أَلَم تَرَ أَنَّ الجودَ مِن لَدنِ آدَمٍ تَحَدَّرَ حَتّى صارَ في راحَةِ الفَضلِ إِذا ما أَبو العَبّاسِ راحَت سَماؤُهُ فَيالَكَ مِن هَطلٍ وَيالَكَ مِن وَبلِ,not_applicable
2449,انا خايف,not_applicable
3755,@krim237 هذا الجزائري القاتل في أرض الحرمين ملعون ومجرم بالفطرة إنه شيطان يمشي على الأرض يجب اعدامه بدون تردد,hate
7825,وَبَرَكَةٍ مُترَعَةَ الأَرجاءِ فارِغَةً مِن سُبُلِ الأَنواءِ يَغسِلُ فيها حُلَّةَ الظُلَماءِ أَقامَت النارَ مَقامَ الماءِ نارٌ كَوَجهِ غادَةٍ حَسناءَ تَرقُصُ في مَبدَعَةٍ صَفراءِ وَالجَمرُ في حُلَّتِهِ الحَمراءُ مِثلَ بَنانٍ عُلَّ بِالحِنّاءِ وَأَسهُمٌ تُصبَغُ بِالدِماءِ فَهاكَها رَيحانَةَ الشِتاءِ وَإِشرَب عَلَيها حَلَبَ الصَهباءَ فَشُربِ صَهباءَ عَلى صَفراءِ يَطرُفُ عَينُ البُؤسِ وَالضِراءِ,not_applicable
1566,مش عارف ليه انا حزين قوي علي محمود عبد العزيز حاسس اني مكسور ومش مستحمل الخبر ولاد اخوه عبد العزيز و عمر اصحابي ربنا يصبرهم حالتهم صعبه بجد.,not_applicable
1984,يا ابنَ عَمِّ النَّبِيِّ دَعوَةُ شَيخٍ قَد دَنَا هَدمُ دَارِهِ وَدَمَارُه فَهوَ كالمَاخِضِ التي اعتَادها الطَّل قُ فَقَرّت وَمَا يَقِرُّ قَرَارُه إن يَحُر عُسرُهُ بِكَفَّيكَ يَوماً فَبِكَفَّيكَ عُسرُه ويَسَارُه أو تَدَعهُ إلى البَوارِ فَأَنَّى ولِماذا وأنتَ حيٌّ بَوَارُه هَل يَخَافُ الهَلاكَ شَاعِرُ قَومٍ قَدُمَت في مَدِيحِهِم أشعَارُه يا بَنِي وارِثِ النَّبيِّ الذي حَل لَ بِكَفَّيهِ مَالُهُ وعقَارُه لَكُمُ الأرضُ كُلُّها فَأَعيروا شَيخَكُم ما حَوَى عَلَيهِ جِدارُه فَكَأَن قَد مَضَى وخَلَّفَ فِيكُم مَا أعَرتُم وأقفَرَت مِنهُ دَارُه,hope
6071,@maramkallam و هل صار يزيد ابن معاوية قاتل ابن بنت رسول الله و قاتل أهل المدينة بموقعة الحرة و الذي لعنه كثير من علماء أهل السنة ممن يُفتخر به؟؟!!! و الله إن الزمان رديء و صارت المنابر لأهل الجهل... اللهم إني أوالي علي و السبطين، و رسولك قال اللهم والِ من والاه فاحشرني معهم و تولني برحمتك,hate
7636,😂😂 لا ان شاء الله تروحي الاوليمبياد وتجيبي ميداليه دهبيه برضو ونكتبلك تويته زي دي 😂😂,hope
5265,إذا متلوِّنُ المنثو رِ أُلِّفَ فوق أَطباقِه تلوَّن لي بياضُ الج وّ في ألوانِ أوراقِه تَلَوُّنَ وجنةِ المعشو قِ من لَحَظاتِ عُشَّاقِه,not_applicable
9076,@Abdul__Karim_ ما مع الحمير غير النهيق !؟ مرة ب تمحو أمريكا ومرة إسرائيل ومرة ارض الحرمين الشريفين ومرة إمارات الخير ومرة مصر ومرة عدن و ...الخ كفاية نهيق لأن أنكر الاصوات لصوت الحمير يا ..... 😂🤣 https://t.co/IkkBn3TuNn,not_applicable
2173,: الشوق احتياج وانا احتاجك ....,hope
8361,sa 8: صُوتِك الذِيّ يَمّلئُنِيّ عِشّقاً اِشّتقتُ اِليه .. صوتك,not_applicable
8448,@9RHFC @omar_alshbrm صغير جده الهابط لدوري الصغار يلو 😎,not_applicable
2333,مَا كَانَ قَلْبِي فِي مَـدِيحِكَ يَشْتَفِي اَوْ يَكْتَـفِي بِفَصَاحَهِ البُلَغَـاءِ,not_applicable
573,اول شي صح بيسوية ذا الامريكي الغبي https://t.co/EFV9IIsvqD,hate
3459,ماذا سيقول الخبارجية تاع المخابر الأجنبية بعد هذا النزول للبرلمان العربي في مطار دمشق الدولي؟؟ أم أن قرب إنعقاد قمة الجامعة العربية بالمملكة العربية السعوديةجعل هؤلاء يهرولون و يسطرون أسباب تضامنية من أجل ركوب و لملمة جهود الجزائر في عودة سوريا للحضن العربي ؟؟ تأخرتم كثيرا https://t.co/Wakp1KOjL5,not_applicable
8933,@alrabiaatv ويكلك انحبهم هل حقد متوارث اكبر دوني الي يبرر الهم يجي شكد مذلول انته من عمقك المفخخ,not_applicable
981,@Hamed_Alali لا شك ان هذا الطاغيه مدعوم من الدوله العميقه والمدعومه من مصر والجزائر والامارات,hate
5515,شَعَرْتُ بِالْغَضَبِ عِنْدَمَا سُرِقَ سَرْوَالِي الْوَحِيدُ وَلَمْ أَتَمَكَّنْ مِنْ مَعْرِفَةِ مَنْ هُوَ اللِّصُ أَوْ أَيُّ شَخْصٍ يَعْرِفُ الْقِصَّةَ.,not_applicable
1407,@Tania_Chamoun سياسة الأبناء تختلف عن سياسية الآباء يجب ان يستوعبوا التوجه الجديد. فتح الحنفية اصبح بمتطلبات تتقبلها ماتتقبلها براحتك فرنسا وإيران موجودين هما اللي يشكلو الحكومة بالمره خليهم يدعمو. مع كامل إحترامنا ومحبتنا لشرفاء لبنان🙋‍♂️,hope
535,@OldCoin15 @xx_191919 @FahadHamdani @t_donkeys كل رْق انت وانقلع هو اذا بيعتذر راح يعتذر عشان الكلام اللي قاله مو بس عشان الحريم او عشان يصيرله شيء يعتذر عشان الذنب اللي قاله صدق انك حمار,hate
4450,قد قلت حنينٌ في فؤادي..... عشقٌ واليوم اليك تجدد...... ان قلتُ حبيبٌ لا لا اُنكر....... بل عشقٌ وفي قلبي تزايد.....…,hope
4914,اظن اننا سنلتقي قريبا سمعت امي تدعوا لي بالسعاده 😉,hope
6880,فَلِلساقِ أُلهوبٌ وَلِلسَوطِ دُرَّةٌ نطخعك,not_applicable
1434,لَو تَراني وَحَبيبي عِندَما فَرَّ مِثلَ الظَبيِ مِن بَينِ يَدَيَّ وَمَضى يَعدو وَأَعدو خَلفَهُ وَتَرانا قَد طَوَينا الأَرضَ طَيَّ قالَ ما تَرجَعُ عَنّي قُلتُ لا قالَ ما تَطلُبُ مِنّي قُلتُ شَيَّ فَاِنثَنى يَحمَرُّ مِنّي خَجَلاً وَثَناهُ التيهُ عَنّي لا إِلَيَّ كِدتُ بَينَ الناسِ أَن أَلثِمَهُ آهِ لَو أَفعَلُ ماكانَ عَليَّ,hope
7550,مبرووووووك لينا يا شاهين وكفايه فرحت كنوز معانا وليث واسماعيل وعلوش وريتا بجد كلكم تستاهل كل خير ماعادا الحيوانه انفصام والكرومبه اللي معاها,hope
2579,MohammadChahine  MinaAtta  ShereenYehia والله خلتوني اعيط واتنطط من الفرحه واصرخ حسيت انكم التلاته اخدتو اللقب الحمدلله هايرجعو باللقب,not_applicable
8424,احلي شعور لمايجي طاري احد تحبه وكلهم يلتفتون عليكِ يعني انه لك انتِ☺️ ذس از املاك خاصه هاتو الرشاش طلقتين لعيون 😂😂,not_applicable
3269,"وَقَبَائِلِهِمْ ، كَمَا فُعِلَ بِقَوْمِ لُوطٍ، وَلَيُمْسَخَنَّ آخَرُونَ قِرَدَةً وَخَنَازِيرَ، كَمَا فُعِلَ بِبَنِي إِسْرَائِيلَ، وَلَيُخْسَفَنَّ بِقَوْمٍ كَمَا خُسِفَ بِقَارُونَ "". أخرجه ابن أبي الدنيا في ذم الملاهي (17)",not_applicable
9404,@6666_f9 @aek_ysn @Columbuos الله يعطيك العقل 😂😂😂قلة تربية مع تفكير منبطح 😂😂😂😂,not_applicable
1867,قلوبنا معكم يامن يسكن المخيمات من السوريين 💔 تراجف ايديني من البرد وقول,not_applicable
1454,ربعَ الغَمامِ عَلى مَرابِع فاسِ دارَ العُلومِ وَمَعلَمَ الإِيناسِ ماوى السِيادة حَيثُ أَنوارُ الهُدى تُغني عَنِ المَشكاةِ وَالنِبراسِ حَيثُ اِستَقَرَّ المُلكُ يَحمي بَيضَةَ ال إِسلام مِنهُ بِالنَدى وَالباسِ فَرعٌ نَما مِن هاشِمٍ في تُربَةٍ كانَ الكَفِيّ لَها مِنَ الأَغراسِ في ذُروَةِ الشَرَفِ الَّذي ما فَوقَهُ شَرَفٌ لِمُعتَبِرٍ يُرى في الناسِ وَلَقَد بَعَثتُ مَعَ الرَّسول تَحيّةً لِجَنابِهِ مِسكيَّة الأَنفاسِ لِتُذَكِّرَ العَهدَ القَديم وَإِن يَكُن لَم ينسَ مِنهُ تَصَرُّفَ الأَحراسِ عَهدٌ كَأَيّام الصِبا حَيثُ الصِبا غَضٌّ كَصَفوِ الراح وَسطَ الكاسِ نَور العُرارة نَوره وَنَسيمُهُ نَشرُ الخُزامى في اِخضِرار الآسِ,hope
4028,ممساااءء الخيرر مساااءءء جلد وضيع مدريد 🔥🔥🔥,not_applicable
9755,: كل ما سجيت بفكاري بعيد افتكر قلبٍ زرع فيني الحنين انتي حبك يمشي في دم الوريد بس وين انته يحبي وانا وين شعر احمد…,hope
7818,الكوره اخذا حقها وزياده في عده بطولات . ياريت تتلغي من الاوليمبياد,not_applicable
2521,@ccaacc2221 شوي و يصيح الفقراوي يتكلم وهو خانقته العبرة الله يزيده قهر و غبن,not_applicable
6495,هو ليس الوحيد فقط الكثير من بني جنسه يحملون نفس أفكاره الأخونجيه وهي مُندسة بيننا وفي أرقى الوظائف للأسف لايجرأون على قوله والتحدث به يخشون من العقوبات لكن اسأل الله ان يفضحهم على فلتات لسانهم وينطردون لمزبلتهم اللي جوو منه https://t.co/c3ssor9Xdu,hate
1820,يا مَليحاً لِيَ مِنهُ شُهرَةٌ بَينَ البَرايا غِبتَ عَنّي وَجَرَت بَع دَكَ وَاللَهِ قَضايا سَوفَ تَلقى لَكَ في قَل بي إِذا جِئتَ حَنايا وَلَقَد جُرِّعتُ مِن بَع دِكَ كاساتِ المَنايا وَلَئِن مُتُّ سَتَبقى لَكَ في قَلبي بَقايا,hope
4315,@falconpwzd في 2019 كانو طوابير و لي يغلط يروح لسركاجي اخي و كانو صح صحاح و في قوة دخلو ياكلو الصوبة و دوك في وقت ضعفهم تقولي طابور لالا قولي اليد الممدوددة عاونتهم 🥲,not_applicable
2929,يا مهدي النرجس أهديته ذا مقل ما أخطأت مقلتي أهديته أشبه شيء بها في شدة الحيرة والصفرة,not_applicable
51,@NaillyCoh كلبه صهيونيه لا غير لا وجه للمنظر ولا مكوه للني.........,hate
4518,فوز بنتين بميداليتين لمصر في الاوليمبياد ، ما هو الا امتداد طبيعي لمساهمه المراه المصريه في تقدم البلد في ظل ظروف شديده الصعوبه,hope
5518,عجبتُ من دَمعتي وعَيني من قبلِ بَينٍ وبعد بَيْنِ قد كانَ عَيني بغَيرِ دمعٍ فصارَ دَمعي بغَير عَيْنِ,not_applicable
5281,وَما أَنسَ مِنَ الأَشياءِ لا أَنسَ قَولَها وَأَدمُعَها يُذرينَ حَشوَ المَكاحِلِ تَمَتَّع بِذا اليَومَ القَصيرَ فَإِنَّهُ رَهينٌ بِأَيّامِ الشُهورِ الأَطاوِلِ تَراءَت وَأَستارٌ مِنَ البَيتِ دونَها إِلَينا وَحانَت غَفلَةُ المُتَفَقِّدِ بِعَيني مَهاةٍ يَحدُرُ الدَمعُ مِنهُما بَريمَينِ شَتّى مِن دُموعٍ وَإِثمِدِ خُذي عُدَّةً لِلبَينِ إِنِّيَ راحِلٌ قَرى أَمَلٍ يُجديكِ وَاللَهُ صانِعُ فَسَحَّت بِسِمطَي لُؤلُؤٍ خِلطَ إِثمِدِ عَلى الخَدِّ إِلّا ما تَكُفُّ الأَصابِعُ,hope
469,مصر بتتفشخ في الاوليمبياد Olympics Rio2016,not_applicable
2629,هترجع تاني ،، ف يوم انساك وتنساني .!؟؟,not_applicable
8025,@a_alfreh شف من ينتقد المسيار 🤣 سبحان الله الجمل مايشوف عوجة سنامه,not_applicable
8607,: هناك قلوب هلكت وهي تُمارس الحب سراً,not_applicable
3723,يا ثالِثَ القَمَرَين النَّيِّرين أرَى أمامَ حالي سَواداً ما لَه هادِي أنتَ الأميرُ بأرضي والزَّمان بِها عادٍ وقَد جِئتُ أستَعدي على العادي,not_applicable
9374,أَبيتُ بِاللَيلِ غَريبَ الكَرى يَأخُذُ مِنّي الدَرسَ وَالكُتبُ وَقَيِّمُ الحِكمَةِ في أَنمُلي يَصوغُ ما يَسكُبُهُ اللُبُّ أَنفِ ضَميري حينَ أَرعَفتُهُ أَفرَغَ ما اِستَوعَبَهُ القَلبُ لِسانُ كَفّي حينَ أَنطَقتُهُ أَرضاكَ مِنهُ المَنطِقُ العَذبُ مُنَحَّفٌ في خَلقِهِ ذابِلٌ مُعَظَّمٌ في فِعلِهِ نَدبُ إِن لَم يَكُن كَالعَضبِ في حَدِّهِ فَإِنَّهُ في فِعلِهِ عَضبُ يَنكُسُهُ المَرءُ فَيَعلو بِهِ وَرُبَّ نِكسٍ غِبُّهُ نَصبُ وَمُذ عَرَفنا لَذَّةَ العِلمِ لا يَعجِبُنا الحُلوَ وَلا العَذبُ,not_applicable
4475,وسامريٍّ مليحٍ يفوقُ غزلانَ رامَهْ يطوي اصطباري بشَعرٍ منشورٍ تحتَ العلامَهْ,not_applicable
1858,@USAmbIraq @UKRinIraq العقبه الوحيده للسلام هي انتم دولة الإرهاب الدولي أمريكا بامداد كم جميع الصراعات في العالم بالسلاح مهما حاولتم تخفون صورتكم البشعه ستظهر للشعب الحره و تنبذكم,hate
9383,أَرَأَيتَ سوقَ الحُبِّ كيفَ يُقامُ القَوْمُ ذُهْلٌ والرِّجالُ قِيامُ يتَزاحَمونَ إلى العُلى بقُلوبِهِمْ هاموا وفي ذاكَ المَقامِ تَرامُوا أَخَذوا أَساليبَ القُلُوبِ إِفاضَةً ومن الغُيوبِ إلى القُلُوبِ نِظامُ وتَعَلَّموا العِلمَ الخفِيَّ بسِرِّهِمْ فهُمُ بمشْهَدِ ذَوْقِهِ أَعْلامُ عَرَفَتْ لَيالي الدَّهرِ زَمَّةَ جيشِهِمْ طَوْراً وقد شَهِدتْ له الأَيَّامُ جَيشٌ أَبو الزَّهْراءِ قامَ إمامَهُ فلَنِعْمَ جَيْشٌ بل ونِعْمَ إِمامُ,not_applicable
865,@DrAlaaSadek سيتم سحق مؤخرتك اليوم بالخمسه يا نعجه 🐏🐏 يا سارقي الساعات 😂😂,hate
4842,الحُـــب هــــو . . ان تري في طريقك الفُ شخصً ولا يروق لك الا من احببت,hope
6963,@myna94268580 هو مفيش عندكم ولا واحدة مسيحية حلوة وجميلة كلهم غفر واشكال قبيحة ولا ايه يا مشيحي,hate
4756,@Sh_YahyaMuqeet ابيدوها يارجال اليمن هي من دمرت اقتصاد البلد ومعها الحوثه الانجاااااس,hate
5417,احساس حلو ام تطلع هدوومك بتاعت الشتا وتلاقي فيها i phone كنت نسيه من الشتا الا فات,not_applicable
8450,خايفهَ عليه من الكدرّ والله اخـاف.,not_applicable
3934,@bellisev زبايل يرجل الريال مشجعينه والله مابهم عقول,hate
7332,:  انتو اهلنا وحالكم حالنا الصبر يا اهل سوريا الفرج قريب باذن الله,hope
5731,مَش معقول الساعه لِسَّه 8 الا عشره ؟,hope
425,كل اللي وصلوا الاوليمبياد و عملوا اللي عليهم ابطال ( باستثناء الجحش بتاع كارثه العلم) لو كمان جابوا ميداليات يبقوا سوبر هيروز و قدوه و قمرات,hate
188,@TheUKAr هذول الشيعه شوهوا الإسلام والمسلمين لعنته الله على الشيعه الأنجاس,hate
5436,MohammadChahine عن فرحتي اللي متتوصفش ياناس يارب احمدك يارب مبروووك لشاهين وتحيا مصر باولادها,hope
7743,@FattahDra يجب توطين عشرين مليون مواطن في سيناء وليست تبقي مشاريع وسياحه فقط الأمن القومي يحتاج توطين الملايين من المصريين خط دفاع اول غير ذالك لصالح الكيان الصهيوني,not_applicable
228,@kasimf لا تنطر إلى ال٧ المتاعيس قرار الدول راح يكون تحت صرمايه الدب الروسي إذا تناطح الكبار سُحق تحت أقدامهم الصغار,not_applicable
6249,@Omar_Madaniah معاوية رضي الله عنه و ارضاه ، خال المؤمنين وليس خال المتخلفين او المشركين امثال المجوس لعنهم الله,hate
3869,احا مين ؟!,not_applicable
2741,احنا جايين نهارد لاق الاوليمبياد دي 😂😂 RioOlympics2016 volleyball,not_applicable
1041,@EdyCohen مش العراق بس الحمير العرب كمان حمير عشان سيبين حثالة في ارضنا شبهكم الصعبان عليا ان وجود الصهاينة في فلسطين مش سببه ان العرب لا يملكون سلاح بس حكام العرب خايفين علي الكرسي بس عادي و الرسالة دي مش لليهود رسالتي ليك يا كرهين انت الصهاينة الشبهك أنتفاضة العرب اقتربت والمهدي جي جي,hate
8997,@alkumaim_m ليس غباء مراهقين بل خطط مدروسة وبمنهجية ايراينة وتوجيه ايراني لبقايا عملاءهم من بقايا الضاحية الجنوبية بمسمى المجلس الانتقالي علينا نحن ابناء الجمهورية العربية اليمنية ان ندرك ان بقايا الضاحية من الجنوبيين لن يسمحوا بتحرير صنعاء من اذناب فارس في الشمال,hate
7445,البشريه خسرت (زويل) هذا اليوم???? الشرقي الذي انار الغرب ..,not_applicable
3910,يومُ دجنٍ فما انتظاري ويومُ ال دجن يومٌ إلى القلوب حبيبُ ولزهرِ الرياض ضِحْكٌ وللغي م بكاءٌ على الثرى ونحيب فالصَّبوحَ الصبوحَ يا سيد النا س فمستعملُ الصبوحِ مُصيب,not_applicable
471,حينما انظر الي مثل هؤلاء السعداء في الامم الاخري تمر بخاطري الاحوال التي عليها اطفال اليمن لعنه الله علي…,hate
2921,فَتَنَت قَلبَكَ العُيونُ المِلاحُ وَاِغتِباقٌ بِقَهوَةٍ وَاِصطِباحِ وَقُدودٌ كَأَنَّهُنَّ غُصونٌ وَخُدودٌ كَأَنَّها التُفّاحُ أَنتَ في الأَربَعينَ مِثلَكَ في العِش رينَ قُل لي مَتى يَكونُ الفَلاحُ,not_applicable
1905,", لَدَيَّ مَدَوَّنَتَانِ نَشَطَتَانِ عِنْدَمَا أَشْعُرُ أَنَّنِي بِحَالَةٍ جَيِّدَةٍ وَأَقُومُ بِالنُّشُرِ فِي بَرْلِينَ لِلْمُسَافِرِينَ فِي الْمَنَاطِقِ الْحَضَرِيَّةِ بَعْدَ الِانْتِهَاءِ مِنْ شَهَادَةِ الْبَكَالُورِيُوسِ",hope
8735,هو الزمالك خسر كام ؟!!!,not_applicable
801,عَادَيتَنِي حين عاديتُ الورَى فِيكَا هَجْرُ القِلَى والتَّجنّي كان يَكفيكَا أَحِينَ خَالفتُ فيكَ الخلقَ كلَّهُمُ أطعتَ بِي واشِياً بالهجرِ يُغرِيكَا تُصدِّقِ الطيفَ يَسعى بي فتهجُرُني وأُكذِبُ العينَ فيما عايَنت فيكَا نَزِّه محاسِنَك اللاّتي خُصِصْتَ بها عَمَّا يَشينُ وما يهواهُ شَانِيكَا أغضيتُ منكَ على جمرِ الغَضَا زمناً وخلتُ أنَّ الرِّضا بالجَوْرِ يُرضيكَا فما نَهاكَ وَلُوعي عن مُبَاعَدتِي ولا ثَنَاك خُضوعي عن تَعدّيكَا باللهِ يا غُصنَ بَانٍ حَامِلاً قَمَراً صِلْ مُغرَماً بك يُغريهِ تَجنّيكَا يَدنُو وهجرُكَ يُقْصِيهِ ويُبعدهُ وتَنْثَنِي عَنهُ والأشواقُ تُدنيكا سكرانَ في الحبِّ لا يَدري أسكرتُهُ لِسِحْر عيْنيكَ أم للخَمرِ من فيكا,hate
1487,وَرَدَ الكِتَابُ فأَوْرَدَ الأَفْرَاحَا وأزَالَ عَنَّا الهَمَّ والأتْرَاحَا قَدْ كَانَ أغلقَتِ المَسَرَّةُ بَابَها حتَّى أتَى فَغَدَا لها مِفْتَاحَا لَمْ يدجُ لَيلُ مُلمَّةٍ إلاَّ غَدَا بِسَنَاهُ في ظلمائِها مصْبَاحَا أطْلقتَ من أَسْرِ الهُمُومِ بِهِ فَطِرْ فَلَقَدْ يَكُونُ لما يَسُرُّ جَنَاحَا,hope
8307,اتضح ان الواد حماده ... ابن المؤسسه العسكريه ... كان فاكر نفسه نازل يحتفل بعيد الترعه الجديده حد قال لهم يفتحوا الاوليمبياد في العيد,hope
227,@Chico0__Forever 🔴عكاشة عميل الموساد الإسرائيلي🟡 و هو بنفسه عزم السفير الإسرائيلي في بيته هو مين هو عشان هو مين يعني عشان يعزمه في بيته,not_applicable
1128,الْهُزَلُ وَالتَّسَلُّي يَجْعَلَانِ الْحَيَاةَ أَكْثَرَ مَتَعًا وَبَهْجَةً.,hope
4903,salyy: فقدنا الكثير من الكلام ،، والكثير من البكاء ،، ولم يتبقي الا الصمت ،، الذي نعامل فيه بعضنا البعض .,not_applicable
6857,RT @Aleksey84261884: الزوجة العربية كبيرة الصدر عارية -الجزء الثاني- #sَُex #seَُxy #dun #سـكـــسًْ #سِِكُسْ_كتَاب,not_applicable
2208,والله فرحت مبروووك الاردن🇯🇴 فوز احمد ابو غوش الاوليمبياد 👏👏👏 Rio2016 Taekwondo,hope
8451,سُقيتُ كأس الهَوَى قديماً من غير أَرْضيِ ولاَ سمَائِي أصْبحتُ به فَريدَ عَصري بَينَ الْوَرى حاَمِلاً لِوائِي لِي مَذْهَبٌ مَذْهَبٌ عَجِيب في الحُبِّ قَدْ فَاقَ يَا هَنائِي يَا مَنْ هُمُو لِلجْمِيل أهْلٌ إِنْ لم يَمنُّوا فَيَا شَقائِي حاشَاكُموا يَا أَُهَيْلَ نَجْدٍ أن تَقْطَعوُا مِنْكْمُو رجاَئِي,not_applicable
8760,sh ek: الحب يغير الاقداريجعلنا نستدفيء بالثلج نتلذذ بالنار قروب البتار للدعم,hope
8534,6 بيسخر من شكل اللي بيمثلوه في الاوليمبياد، معتقدًا انه بكده علي درب نيل رضاء الخواجه.. ده الفرق بين المتنور الالماني ونظيره المزيف المصري.,not_applicable
3153,ي حول ي جحاف البوق الفاشل الحوثي الذي فضحهم وضعه حاليا في غرفه محلق بطل في تويتر ودجاجه عند سيد الشمه https://t.co/AFjL7zt0xa,not_applicable
9134,جوووووووووووول,not_applicable
7243,مطلعين فرسه من صاله المطار قدامي .. ايه الجمال دا,not_applicable
3381,قَد نِلتَ بِالرَأيِ وَالتَميِيزِ مَنزِلَةً ما نالَها أَخَواكَ البَحرُ وَالمَطَرُ وَبِالتَكَرُّمِ وَالأَفضالِ مَرتَبَةً لَم يُعطَها خادِماكَ السَيفُ وَالقَدَرُ قالوا أَيُمطِرُ مِن مَحلٍ أَلَمَّ بِهِ فَقُلتُ قَد تُمطِرُ الأَنهارُ وَالغَدرُ مالٌ يُبَدِّدُهُ في جَمعِ مَكرُمَةٍ فَالمَجدُ مُجتَمِعٌ وَالمالُ مُنتَشِرُ مَناقِبٌ ما يَكادُ الدَهرُ يَهدِمُها كَأَنَّها أُصَلٌ لِلدَهرِ أَو بُكَرُ فَاِبشِر فَإِنَّكَ رَأسٌ وَالعُلا جَسَدٌ وَالمَجدُ وَجهٌ وَأَنتَ السَمعُ وَالبَصَرُ لَولاكَ لَم تَكُ لِلأَيّامِ مَنقَبَةٌ تَسمو إِلَيها وَلا لِلدَهرِ مُفتَخَرُ,not_applicable
7120,@_AfricanUnion @AUC_MoussaFaki تونس أصبحت ولاية جزائرية تأتمر بأوامرها وما قيس سعيد سوى موظف لدى العسكر,not_applicable
9447,عندي اجمل زب #معصيتي_رحتي,not_applicable
2144,أَشْعُرُ بِالثِّقَةِ فِي أَيِّ مَوْقِفٍ.,hope
7153,يعني دلوقتي دوله مش قادره توفر دواء و في ماتش تلم ملاين و شعب يقولك معيش فلوس.ناس ديه فعلا ملهمش غير ربنا يتولاهم برحمته. انقذوا اطفال سرطان,not_applicable
5857,@DimaSadek إذا كان من بلد شعبها مزال يعتقد أن ملكهم يظهر في القمر عند إكتماله كيف لا يصدق أن القضاء الفرنسي يتآمر على شهرت سعد لمجرد🤣🤣🤣🤣,not_applicable
